Finished,Q3,Q42,Q43,Q6,Q7,Q8,Q9,Salary Exp 1_1,Salary Exp 1_2,Salary Exp 1_3,Salary Exp 2,Salary Exp 2 depend_1,Salary Exp 2 depend_2,Salary Exp 3_1,Salary Exp 3_2,Q24_1,Q24_2,Q24_3,Q24_4,Q24_5,Q24_6,Q15,Q16,Q17,Q17_6_TEXT,Q18,Q20,Q23,definition
True,I agree,I'm not sure,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5 - Full Understanding,5 - Full Understanding,5 - Full Understanding,5 - Full Understanding,5 - Full Understanding,5 - Full Understanding,Non-binary,45,White,NA,Associate's degree,"I have an education in, or work in, the field of computer science, computer engineering or IT.","$150,000 to under $200,000","To reduce the intrusion into personal privacy, your friend says they will use a technique called differential privacy. Differential Privacy allows analysts to learn useful information from large amounts of data without compromising an individual's privacy."
True,I agree,No,NA,Yes,I would be willing because I am curious about the outcome or results from the survey.,NA,NA,False,True,True,True,NA,NA,True,True,2,3,3,2,3,2,Woman,40,Black or African American,NA,Bachelor's degree,"I DO NOT I have an education in, nor do I work in, the field of computer science, computer engineering or IT.","$80,000 to under $100,000","To reduce the intrusion into personal privacy, your friend says they will use a technique called differential privacy. Differential Privacy injects statistical noise into collected data in a way that protects privacy without significantly changing conclusions."
True,I agree,No,NA,Yes,because i would feel safe and protected from having my identity exposed,NA,NA,False,False,False,False,I don't know,True,False,False,3,5 - Full Understanding,4,5 - Full Understanding,4,3,Woman,1986,Hispanic or Latino,NA,Bachelor's degree,"I DO NOT I have an education in, nor do I work in, the field of computer science, computer engineering or IT.","$125,000 to under $150,000","To reduce the intrusion into personal privacy, your friend says they will use a technique called differential privacy. Differential privacy ensures that the removal or addition of a single database item does not (substantially) affect the outcome of any analysis. It follows that no risk is incurred by joining the database, providing a mathematically rigorous means of coping with the fact that distributional information may be disclosive."
True,I agree,No,NA,Yes,I do not find it intrusive.,NA,NA,True,False,False,False,I don't know,I don't know,False,False,5 - Full Understanding,5 - Full Understanding,5 - Full Understanding,2,3,5 - Full Understanding,Man,1990,Black or African American,NA,Bachelor's degree,"I DO NOT I have an education in, nor do I work in, the field of computer science, computer engineering or IT.","$30,000 to under $40,000","To reduce the intrusion into personal privacy, your friend says they will use a technique called differential privacy. Differential privacy is a novel, mathematical technique to preserve privacy which is used by companies like Apple and Uber."
True,I agree,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,4,4,4,4,4,Man,1984,"Asian, Native Hawaiian, or Pacific Islander",NA,Bachelor's degree,"I have an education in, or work in, the field of computer science, computer engineering or IT.","$30,000 to under $40,000","To reduce the intrusion into personal privacy, your friend says they will use a technique called differential privacy. Differential Privacy allows analysts to learn useful information from large amounts of data without compromising an individual's privacy."
True,I agree,Yes,means wherever go i want to alone,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5 - Full Understanding,5 - Full Understanding,4,3,4,4,Woman,1076,Hispanic or Latino,NA,Bachelor's degree,"I DO NOT I have an education in, nor do I work in, the field of computer science, computer engineering or IT.","$40,000 to under $50,000","To reduce the intrusion into personal privacy, your friend says they will use a technique called differential privacy. Differential Privacy allows analysts to learn useful information from large amounts of data without compromising an individual's privacy."
True,I agree,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,5 - Full Understanding,4,4,3,4,Man,1994,White,NA,Bachelor's degree,"I DO NOT I have an education in, nor do I work in, the field of computer science, computer engineering or IT.","$30,000 to under $40,000","To reduce the intrusion into personal privacy, your friend says they will use a technique called differential privacy. Differential privacy is the gold standard in data privacy and protection and is widely recognized as the strongest guarantee of privacy available."
True,I agree,No,NA,No,NA,"It ia no ones business. How I choose to negotiate a salary my concern. If people are afraid to negotiate there own compensation, they deserver what ever they settle for",NA,False,True,True,True,NA,NA,True,True,5 - Full Understanding,5 - Full Understanding,4,5 - Full Understanding,5 - Full Understanding,5 - Full Understanding,Man,1976,White,NA,Bachelor's degree,"I have an education in, or work in, the field of computer science, computer engineering or IT.","$65,000 to under $80,000","To reduce the intrusion into personal privacy, your friend says they will use a technique called differential privacy. Differential privacy protects a user’s identity and the specifics of their data, meaning individuals incur almost no risk by joining the dataset."
True,I agree,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5 - Full Understanding,5 - Full Understanding,5 - Full Understanding,5 - Full Understanding,5 - Full Understanding,5 - Full Understanding,Man,1992,White,NA,High school graduate (high school diploma or equivalent including GED),"I DO NOT I have an education in, nor do I work in, the field of computer science, computer engineering or IT.","$20,000 to under $30,000",NA
True,I agree,I'm not sure,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,5 - Full Understanding,4,5 - Full Understanding,5 - Full Understanding,Man,1990,White,NA,"Advanced degree (e.g., Master's, doctorate)","I DO NOT I have an education in, nor do I work in, the field of computer science, computer engineering or IT.","$80,000 to under $100,000","To reduce the intrusion into personal privacy, your friend says they will use a technique called differential privacy. Differential Privacy injects statistical noise into collected data in a way that protects privacy without significantly changing conclusions."
True,I agree,No,NA,No,NA,I don't know. I feel indifferent toward this.,NA,True,True,False,NA,NA,NA,I don't know,False,1 - No Understanding,2,2,5 - Full Understanding,4,Prefer not to answer.,Man,1993,White,NA,Some college but no degree,Prefer not to answer.,"$20,000 to under $30,000","To reduce the intrusion into personal privacy, your friend says they will use a technique called differential privacy. Differential privacy ensures that the removal or addition of a single database item does not (substantially) affect the outcome of any analysis. It follows that no risk is incurred by joining the database, providing a mathematically rigorous means of coping with the fact that distributional information may be disclosive."
True,I agree,Yes,OUR DEMOCRATIC POLICY IS DIFFERENT,Yes,Helping our poor people and donate my charity for the accounts.,NA,NA,True,False,True,True,NA,NA,False,True,4,2,3,Prefer not to answer.,5 - Full Understanding,4,Man,1993,White,NA,Bachelor's degree,"I have an education in, or work in, the field of computer science, computer engineering or IT.","$65,000 to under $80,000","To reduce the intrusion into personal privacy, your friend says they will use a technique called differential privacy. Differential privacy protects a user’s identity and the specifics of their data, meaning individuals incur almost no risk by joining the dataset."
True,I agree,Yes,a math problems.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,5 - Full Understanding,5 - Full Understanding,Prefer not to answer.,3,4,Man,1987,White,NA,Bachelor's degree,"I have an education in, or work in, the field of computer science, computer engineering or IT.","$50,000 to under $65,000",NA
